No	class	name	modifier	type	prm_name	ja	en
992	MatrixTool	abs		returns		abs(A)	
993	MatrixTool	conj		desc		複素共役行列	
994	MatrixTool	conj		returns		real(A) - imag(A)j	
995	MatrixTool	negate		desc		負数	
996	MatrixTool	negate		returns		-A	
997	MatrixTool	sqrt		desc		平方根	
998	MatrixTool	sqrt		returns		sqrt(A)	
999	MatrixTool	log		desc		対数	
1000	MatrixTool	log		returns		log(A)	
1001	MatrixTool	exp		desc		指数	
1002	MatrixTool	exp		returns		exp(A)	
1003	MatrixTool	sin		desc		sin	
1004	MatrixTool	sin		returns		sin(A)	
1005	MatrixTool	cos		desc		cos	
1006	MatrixTool	cos		returns		cos(A)	
1007	MatrixTool	tan		desc		tan	
1008	MatrixTool	tan		returns		tan(A)	
1009	MatrixTool	atan		desc		atan	
1010	MatrixTool	atan		returns		atan(A)	
1011	MatrixTool	atan2		desc		atan2	
1012	MatrixTool	atan2		param	number	スカラー	
1013	MatrixTool	atan2		returns	number	"atan2(Y, X)"	
1014	MatrixTool	floor		desc		floor	
1015	MatrixTool	floor		returns		floor(A)	
1016	MatrixTool	ceil		desc		ceil	
1017	MatrixTool	ceil		returns		ceil(A)	
1018	MatrixTool	round		desc		四捨五入	
1019	MatrixTool	round		returns		round(A)	
1020	MatrixTool	fix		desc		整数化	
1021	MatrixTool	fix		returns		fix(A)	
1022	MatrixTool	fract		desc		小数部の抽出	
1023	MatrixTool	fract		returns		fract(A)	
1024	MatrixTool	sinc		desc		sinc	
1025	MatrixTool	sinc		returns		sinc(A)	
1026	MatrixTool	_rot90		desc		"行列を時計回りに回転
ミュータブル"	
1027	MatrixTool	_rot90		param	rot_90_count	回転する回数	
1028	MatrixTool	_rot90		returns	rot_90_count	処理実行後の行列	
1029	MatrixTool	rot90		desc		行列を時計回りに回転	
1030	MatrixTool	rot90		param	rot_90_count	回転する回数	
1031	MatrixTool	rot90		returns	rot_90_count	処理実行後の行列	
1032	MatrixTool	_resize		desc		"行列を拡張、拡張した項は、0で初期化。
ミュータブル"	
1033	MatrixTool	_resize		param	new_row_length	新しい行の長さ	
1034	MatrixTool	_resize		param	new_column_length	新しい列の長さ	
1035	MatrixTool	_resize		returns	new_column_length	処理実行後の行列	
1036	MatrixTool	resize		desc		行列を拡張、拡張した項は、0で初期化	
1037	MatrixTool	resize		param	row_length	新しい行の長さ	
1038	MatrixTool	resize		param	column_length	新しい列の長さ	
1039	MatrixTool	resize		returns	column_length	処理実行後の行列	
1040	MatrixTool	_deleteRow		desc		"行列内の行を消去
ミュータブル"	
1041	MatrixTool	_deleteRow		param	delete_row_index	行番号	
1042	MatrixTool	_deleteRow		returns	delete_row_index	処理実行後の行列	
1043	MatrixTool	_deleteColumn		desc		"行列内の列を消去
ミュータブル"	
1044	MatrixTool	_deleteColumn		param	delete_column_index	列番号	
1045	MatrixTool	_deleteColumn		returns	delete_column_index	処理実行後の行列	
1046	MatrixTool	deleteRow		desc		行列内の行を消去	
1047	MatrixTool	deleteRow		param	delete_row_index	行番号	
1048	MatrixTool	deleteRow		returns	delete_row_index	処理実行後の行列	
1049	MatrixTool	deleteColumn		desc		行列内の列を消去	
1050	MatrixTool	deleteColumn		param	delete_column_index	列番号	
1051	MatrixTool	deleteColumn		returns	delete_column_index	処理実行後の行列	
1052	MatrixTool	_exchangeRow		desc		"行列内の行を交換
ミュータブル"	
1053	MatrixTool	_exchangeRow		param	exchange_row_index1	行番号1	
1054	MatrixTool	_exchangeRow		param	exchange_row_index2	行番号2	
1055	MatrixTool	_exchangeRow		returns	exchange_row_index2	処理実行後の行列	
1056	MatrixTool	_exchangeColumn		desc		"行列内の列を交換
ミュータブル"	
1057	MatrixTool	_exchangeColumn		param	exchange_column_index1	行番号1	
1058	MatrixTool	_exchangeColumn		param	exchange_column_index2	行番号2	
1059	MatrixTool	_exchangeColumn		returns	exchange_column_index2	処理実行後の行列	
1060	MatrixTool	exchangeRow		desc		行列内の行を交換	
1061	MatrixTool	exchangeRow		param	exchange_row_index1	行番号1	
1062	MatrixTool	exchangeRow		param	exchange_row_index2	行番号2	
1063	MatrixTool	exchangeRow		returns	exchange_row_index2	処理実行後の行列	
1064	MatrixTool	exchangeColumn		desc		行列内の列を交換	
1065	MatrixTool	exchangeColumn		param	exchange_column_index1	行番号1	
1066	MatrixTool	exchangeColumn		param	exchange_column_index2	行番号2	
1067	MatrixTool	exchangeColumn		returns	exchange_column_index2	処理実行後の行列	
1068	MatrixTool	_concatRight		desc		"行列の右に行列を結合
ミュータブル"	
1069	MatrixTool	_concatRight		param	left_matrix	結合したい行列	
1070	MatrixTool	_concatRight		returns	left_matrix	処理実行後の行列	
1071	MatrixTool	_concatBottom		desc		"行列の下に行列を結合
ミュータブル"	
1072	MatrixTool	_concatBottom		param	bottom_matrix	結合したい行列	
1073	MatrixTool	_concatBottom		returns	bottom_matrix	処理実行後の行列	
1074	MatrixTool	concatRight		desc		行列の右に行列を結合	
1075	MatrixTool	concatRight		param	left_matrix	結合したい行列	
1076	MatrixTool	concatRight		returns	left_matrix	処理実行後の行列	
1077	MatrixTool	concatBottom		desc		行列の下に行列を結合	
1078	MatrixTool	concatBottom		param	bottom_matrix	結合したい行列	
1079	MatrixTool	concatBottom		returns	bottom_matrix	処理実行後の行列	
1080	MatrixTool	clip		desc		行列の各項を指定した範囲に収める	
1081	MatrixTool	clip		param	min		
1082	MatrixTool	clip		param	max		
1083	MatrixTool	clip		returns	max	"min(max(x, min), max)"	
1084	MatrixTool	arange	static	desc		指定した初期値、ステップ値、終了条件で行ベクトルを作成	
1085	MatrixTool	arange	static	param	start_or_stop		
1086	MatrixTool	arange	static	param	stop		
1087	MatrixTool	arange	static	param	step		
1088	MatrixTool	arange	static	returns	step		
1089	MatrixTool	circshift		desc		循環シフト	
1090	MatrixTool	circshift		param	shift_size		
1091	MatrixTool	circshift		param	type		
1092	MatrixTool	circshift		returns	type	処理実行後の行列	
1093	MatrixTool	roll		desc		循環シフト	
1094	MatrixTool	roll		param	shift_size		
1095	MatrixTool	roll		param	type		
1096	MatrixTool	roll		returns	type	処理実行後の行列	
1097	MatrixTool	reshape		desc		行列の形状を変更	
1098	MatrixTool	reshape		param	row_length	新しい行の長さ	
1099	MatrixTool	reshape		param	column_length	新しい列の長さ	
1100	MatrixTool	reshape		returns	column_length	処理実行後の行列	
1101	MatrixTool	fliplr		desc		行列を左右反転	
1102	MatrixTool	fliplr		returns		処理実行後の行列	
1103	MatrixTool	flipud		desc		行列を上下反転	
1104	MatrixTool	flipud		returns		処理実行後の行列	
1105	MatrixTool	flip		desc		行列を反転	
1106	MatrixTool	flip		param	type		
1107	MatrixTool	flip		returns	type	処理実行後の行列	
1108	MatrixTool	indexsort		desc		インデックスソート	
1109	MatrixTool	indexsort		param	v	インデックス（列 or 行）ベクトル	
1110	MatrixTool	indexsort		returns	v	処理実行後の行列	
1111	MatrixTool	transpose		desc		転置行列	Transpose a matrix.
1112	MatrixTool	transpose		returns		A^T	
1113	MatrixTool	ctranspose		desc		エルミート転置行列	
1114	MatrixTool	ctranspose		returns		A^T	
1115	MatrixTool	T		desc		エルミート転置行列	
1116	MatrixTool	T		returns		A^T	
1117	MatrixTool	inner		desc		ドット積	
1118	MatrixTool	inner		param	number		
1119	MatrixTool	inner		param	dimension	計算するときに使用する次元（1 or 2）	
1120	MatrixTool	inner		returns	dimension	A・B	
1121	MatrixTool	lup		desc		LUP分解	
1122	MatrixTool	lup		returns		P'*L*U=A	
1123	MatrixTool	lu		desc		LU分解	
1124	MatrixTool	lu		returns		L*U=A	
1125	MatrixTool	linsolve		desc		一次方程式を解く	
1126	MatrixTool	linsolve		param	number	B	
1127	MatrixTool	linsolve		returns	number	Ax=B となる x	
1128	MatrixTool	qr		desc		QR分解	
1129	MatrixTool	qr		returns		"Q*R=A, Qは正規直行行列、Rは上三角行列"	
1130	MatrixTool	tridiagonalize		desc		対称行列の三重対角化	"Tridiagonalization of symmetric matrix.
* Don't support complex numbers."
1131	MatrixTool	tridiagonalize		returns		"P*H*P'=A, Hは三重対角行列、Pは正規直行行列、三重対角行列の固有値は元の行列と一致"	
1132	MatrixTool	eig		desc		対称行列の固有値分解	
1133	MatrixTool	eig		returns		"V*D*V'=A, Vは右固有ベクトルを列にもつ行列で正規直行行列、Dは固有値を対角成分に持つ行列"	
1134	MatrixTool	svd		desc		特異値分解	
1135	MatrixTool	svd		returns		U*S*V'=A	
1136	MatrixTool	inv		desc		逆行列	
1137	MatrixTool	inv		returns		A^-1	
1138	MatrixTool	pinv		desc		疑似逆行列	
1139	MatrixTool	pinv		returns		A^+	
1140	MatrixTool	gammaln		desc		対数ガンマ関数	
1141	MatrixTool	gammaln		returns			
1142	MatrixTool	gamma		desc		ガンマ関数	
1143	MatrixTool	gamma		returns			
1144	MatrixTool	gammainc		desc		不完全ガンマ関数	
1145	MatrixTool	gammainc		param	a		
1146	MatrixTool	gammainc		param	tail	lower/upper	
1147	MatrixTool	gammainc		returns	tail		
1148	MatrixTool	gampdf		desc		ガンマ分布の確率密度関数	
1149	MatrixTool	gampdf		param	k	形状母数	
1150	MatrixTool	gampdf		param	s	尺度母数	
1151	MatrixTool	gampdf		returns	s		
1152	MatrixTool	gamcdf		desc		ガンマ分布の確率密度関数	
1153	MatrixTool	gamcdf		param	k	形状母数	
1154	MatrixTool	gamcdf		param	s	尺度母数	
1155	MatrixTool	gamcdf		returns	s		
1156	MatrixTool	gaminv		desc		ガンマ分布の累積分布関数の逆関数	
1157	MatrixTool	gaminv		param	k	形状母数	
1158	MatrixTool	gaminv		param	s	尺度母数	
1159	MatrixTool	gaminv		returns	s		
1160	MatrixTool	beta		desc		ベータ関数	
1161	MatrixTool	beta		param	y		
1162	MatrixTool	beta		returns	y		
1163	MatrixTool	betainc		desc		不完全ベータ関数	
1164	MatrixTool	betainc		param	a		
1165	MatrixTool	betainc		param	b		
1166	MatrixTool	betainc		param	tail	lower/upper	
1167	MatrixTool	betainc		returns	tail		
1168	MatrixTool	betacdf		desc		ベータ分布の確率密度関数	
1169	MatrixTool	betacdf		param	a		
1170	MatrixTool	betacdf		param	b		
1171	MatrixTool	betacdf		returns	b		
1172	MatrixTool	betapdf		desc		ベータ分布の累積分布関数	
1173	MatrixTool	betapdf		param	a		
1174	MatrixTool	betapdf		param	b		
1175	MatrixTool	betapdf		returns	b		
1176	MatrixTool	betainv		desc		ベータ分布の累積分布関数の逆関数	
1177	MatrixTool	betainv		param	a		
1178	MatrixTool	betainv		param	b		
1179	MatrixTool	betainv		returns	b		
1180	MatrixTool	factorial		desc		x! 階乗関数	
1181	MatrixTool	factorial		returns			
1182	MatrixTool	nchoosek		desc		nCk 二項係数またはすべての組合わせ	
1183	MatrixTool	nchoosek		param	k		
1184	MatrixTool	nchoosek		returns	k		
1185	MatrixTool	erf		desc		誤差関数	
1186	MatrixTool	erf		returns			
1187	MatrixTool	erfc		desc		相補誤差関数	
1188	MatrixTool	erfc		returns			
1189	MatrixTool	normpdf		desc		正規分布の確率密度関数	
1190	MatrixTool	normpdf		param	u	平均値	
1191	MatrixTool	normpdf		param	s	分散	
1192	MatrixTool	normpdf		returns	s		
1193	MatrixTool	normcdf		desc		正規分布の累積分布関数	
1194	MatrixTool	normcdf		param	u	平均値	
1195	MatrixTool	normcdf		param	s	分散	
1196	MatrixTool	normcdf		returns	s		
1197	MatrixTool	norminv		desc		正規分布の累積分布関数の逆関数	
1198	MatrixTool	norminv		param	u	平均値	
1199	MatrixTool	norminv		param	s	分散	
1200	MatrixTool	norminv		returns	s		
1201	MatrixTool	tpdf		desc		t分布の確率密度関数	Probability density function (PDF) of Student's t-distribution.
1202	MatrixTool	tpdf		param	v	自由度	
1203	MatrixTool	tpdf		returns	v		
1204	MatrixTool	tcdf		desc		t分布の累積分布関数	
1205	MatrixTool	tcdf		param	v	自由度	
1206	MatrixTool	tcdf		returns	v		
1207	MatrixTool	tinv		desc		t分布の累積分布関数の逆関数	Inverse of cumulative distribution function (CDF) of Student's t-distribution.
1208	MatrixTool	tinv		param	v	自由度	
1209	MatrixTool	tinv		returns	v		
1210	MatrixTool	tdist		desc		尾部が指定可能なt分布の累積分布関数	
1211	MatrixTool	tdist		param	v	自由度	
1212	MatrixTool	tdist		param	tails	尾部(1...片側、2...両側)	
1213	MatrixTool	tdist		returns	tails		
1214	MatrixTool	tinv2		desc		両側検定時のt分布の累積分布関数	Cumulative distribution function (CDF) of Student's t-distribution in two-sided test.
1215	MatrixTool	tinv2		param	v	自由度	
1216	MatrixTool	tinv2		returns	v		
1217	MatrixTool	chi2pdf		desc		カイ二乗分布の確率密度関数	
1218	MatrixTool	chi2pdf		param	k	自由度	
1219	MatrixTool	chi2pdf		returns	k		
1220	MatrixTool	chi2cdf		desc		カイ二乗分布の累積分布関数	
1221	MatrixTool	chi2cdf		param	k	自由度	
1222	MatrixTool	chi2cdf		returns	k		
1223	MatrixTool	chi2inv		desc		カイ二乗分布の累積分布関数の逆関数	
1224	MatrixTool	chi2inv		param	k	自由度	
1225	MatrixTool	chi2inv		returns	k		
1226	MatrixTool	fpdf		desc		F分布の確率密度関数	
1227	MatrixTool	fpdf		param	d1	分子の自由度	
1228	MatrixTool	fpdf		param	d2	分母の自由度	
1229	MatrixTool	fpdf		returns	d2		
1230	MatrixTool	fcdf		desc		F分布の累積分布関数	
1231	MatrixTool	fcdf		param	d1	分子の自由度	
1232	MatrixTool	fcdf		param	d2	分母の自由度	
1233	MatrixTool	fcdf		returns	d2		
1234	MatrixTool	finv		desc		F分布の累積分布関数の逆関数	
1235	MatrixTool	finv		param	d1	分子の自由度	
1236	MatrixTool	finv		param	d2	分母の自由度	
1237	MatrixTool	finv		returns	d2		
1238	MatrixTool	max		desc		最大値	
1239	MatrixTool	max		param	type		
1240	MatrixTool	max		returns	type	"max([A, B])"	
1241	MatrixTool	min		desc		最小値	
1242	MatrixTool	min		param	type		
1243	MatrixTool	min		returns	type	"min([A, B])"	
1244	MatrixTool	sum		desc		合計	
1245	MatrixTool	sum		param	type		
1246	MatrixTool	sum		returns	type		
1247	MatrixTool	mean		desc		相加平均	
1248	MatrixTool	mean		param	type		
1249	MatrixTool	mean		returns	type		
1250	MatrixTool	prod		desc		配列の積	
1251	MatrixTool	prod		param	type		
1252	MatrixTool	prod		returns	type		
1253	MatrixTool	geomean		desc		相乗平均／幾何平均	
1254	MatrixTool	geomean		param	type		
1255	MatrixTool	geomean		returns	type		
1256	MatrixTool	median		desc		中央値	
1257	MatrixTool	median		param	type		
1258	MatrixTool	median		returns	type		
1259	MatrixTool	mode		desc		最頻値	
1260	MatrixTool	mode		param	type		
1261	MatrixTool	mode		returns	type		
1262	MatrixTool	moment		desc		中心積率	
1263	MatrixTool	moment		param	type		
1264	MatrixTool	moment		returns	type		
1265	MatrixTool	var		desc		分散	Variance.
1266	MatrixTool	var		param	type		
1267	MatrixTool	var		returns	type		
1268	MatrixTool	std		desc		標準偏差	
1269	MatrixTool	std		param	type		
1270	MatrixTool	std		returns	type		
1271	MatrixTool	mad		desc		標準偏差	
1272	MatrixTool	mad		param	type		
1273	MatrixTool	mad		returns	type		
1274	MatrixTool	skewness		desc		歪度	
1275	MatrixTool	skewness		param	type		
1276	MatrixTool	skewness		returns	type		
1277	MatrixTool	cov		desc		共分散行列	
1278	MatrixTool	cov		param	type		
1279	MatrixTool	cov		returns	type		
1280	MatrixTool	normalize		desc		"標本の標準化
平均値0、標準偏差1に変更する"	
1281	MatrixTool	normalize		param	type		
1282	MatrixTool	normalize		returns	type		
1283	MatrixTool	corrcoef		desc		相関行列	
1284	MatrixTool	corrcoef		param	type		
1285	MatrixTool	corrcoef		returns	type		
1286	MatrixTool	sort		desc		ソート	
1287	MatrixTool	sort		param	type		
1288	MatrixTool	sort		returns	type		
1289	MatrixTool	fft		desc		離散フーリエ変換	
1290	MatrixTool	fft		param	type		
1291	MatrixTool	fft		returns	type	fft(x)	
1292	MatrixTool	ifft		desc		逆離散フーリエ変換	
1293	MatrixTool	ifft		param	type		
1294	MatrixTool	ifft		returns	type	ifft(x)	
1295	MatrixTool	powerfft		desc		パワースペクトル密度	
1296	MatrixTool	powerfft		param	type		
1297	MatrixTool	powerfft		returns	type	abs(fft(x)).^2	
1298	MatrixTool	dct		desc		離散コサイン変換	
1299	MatrixTool	dct		param	type		
1300	MatrixTool	dct		returns	type	dct(x)	
1301	MatrixTool	idct		desc		逆離散コサイン変換	
1302	MatrixTool	idct		param	type		
1303	MatrixTool	idct		returns	type	idct(x)	
1304	MatrixTool	fft2		desc		2次元の離散フーリエ変換	
1305	MatrixTool	fft2		returns			
1306	MatrixTool	ifft2		desc		2次元の逆離散フーリエ変換	
1307	MatrixTool	ifft2		returns			
1308	MatrixTool	dct2		desc		2次元の離散コサイン変換	
1309	MatrixTool	dct2		returns			
1310	MatrixTool	idct2		desc		2次元の逆離散コサイン変換	
1311	MatrixTool	idct2		returns			
1312	MatrixTool	conv		desc		畳み込み積分、多項式乗算	
1313	MatrixTool	conv		param	number		
1314	MatrixTool	conv		returns	number		
1315	MatrixTool	xcorr		desc		自己相関関数、相互相関関数	"ACF(Autocorrelation function), cros-correlation function."
1316	MatrixTool	xcorr		param	number	省略した場合は自己相関関数	
1317	MatrixTool	xcorr		returns	number		
1318	MatrixTool	window	static	desc		窓関数を作成する	Create window function.
1319	MatrixTool	window	static	param	name	窓関数の名前	
1320	MatrixTool	window	static	param	size	長さ	
1321	MatrixTool	window	static	param	periodic	"0/""symmetric"", 1/""periodic"""	
1322	MatrixTool	window	static	returns	periodic	列ベクトル	
1323	MatrixTool	hann	static	desc		ハニング窓	
1324	MatrixTool	hann	static	param	size	長さ	
1325	MatrixTool	hann	static	param	periodic	"0/""symmetric"", 1/""periodic"""	
1326	MatrixTool	hann	static	returns	periodic	列ベクトル	
1327	MatrixTool	hamming	static	desc		ハミング窓	
1328	MatrixTool	hamming	static	param	size	長さ	
1329	MatrixTool	hamming	static	param	periodic	"0/""symmetric"", 1/""periodic"""	
1330	MatrixTool	hamming	static	returns	periodic	列ベクトル	
1331	MatrixTool	fftshift		desc		FFTシフト	
1332	MatrixTool	fftshift		param	type		
1333	MatrixTool	fftshift		returns	type		
1334		export		desc		BigDecimal用の環境設定	
1335		constructor		desc		任意精度の環境設定データ	
1336		constructor		param	precision_or_name	精度を数値で指定するか、設定自体を文字列で指定する	
1337		constructor		param	roundingMode	丸めモード	
1338		this.precision		desc		精度	Real precision.
1339		this.roundingMode		desc		丸めモード	Rounding mode.
1340		getPrecision		desc		精度	
1341		getPrecision		returns			
1342		getRoundingMode		desc		丸め方	
1343		getRoundingMode		returns			
1344		equals		desc		環境が等しいか	
1345		equals		param	x	比較対象	
1346		equals		returns	x		
1347		toString		desc		文字列化	Convert to string.
1348		toString		returns			
1349		UNLIMITED	static get	desc		"小数点の制限を設けない
ただし、割り算で循環小数の場合に例外を発生"	"No decimal point limit
However, an error occurs in the case of cyclic fraction in division."
1350		UNLIMITED	static get	returns			
1351		DECIMAL32	static get	desc		32ビットの実数型 ( float ) と同等	
1352		DECIMAL32	static get	returns			
1353		DECIMAL64	static get	desc		64ビットの実数型 ( double ) と同等	
1354		DECIMAL64	static get	returns			
1355		DECIMAL128	static get	desc		128ビットの実数型 ( long double ) と同等	
1356		DECIMAL128	static get	returns			
1357		DEFINE	const	desc		内部で使用する定数値	
1358		UNLIMITED		desc		"小数点の制限を設けない
ただし、割り算で循環小数の場合に例外を発生"	"No decimal point limit
However, an error occurs in the case of cyclic fraction in division."
1359		DECIMAL32		desc		32ビットの実数型	
1360		DECIMAL64		desc		64ビットの実数型	
1361		DECIMAL128		desc		128ビットの実数型	
1362		export		desc		BigDecimal用の丸めモードの基底クラス	
1363		toString	static	desc		丸めモードの名前を英語の大文字で取得する	Get rounding mode name in upper case English.
1364		toString	static	returns		丸めモード名	
1365		getAddNumber	static	desc		丸めに必要な加算値	
1366		getAddNumber	static	param	x	1ケタ目の値	
1367		getAddNumber	static	returns	x	いくつ足すと丸められるか	
1368	RoundingMode_UP	RoundingMode_UP	class	desc		絶対値の切り上げ（1桁目が0より大きければ桁上げする）	
1369	RoundingMode_UP	toString	static	desc		丸めモードの名前を英語の大文字で取得する	Get rounding mode name in upper case English.
1370	RoundingMode_UP	toString	static	returns		丸めモード名	
1371	RoundingMode_UP	getAddNumber	static	desc		丸めに必要な加算値	
1372	RoundingMode_UP	getAddNumber	static	param	x	1ケタ目の値	
1373	RoundingMode_UP	getAddNumber	static	returns	x	いくつ足すと丸められるか	
1374	RoundingMode_DOWN	RoundingMode_DOWN	class	desc		絶対値の切り下げ（1桁目が0より大きければ桁下げする）	
1375	RoundingMode_DOWN	toString	static	desc		丸めモードの名前を英語の大文字で取得する	Get rounding mode name in upper case English.
1376	RoundingMode_DOWN	toString	static	returns		丸めモード名	
1377	RoundingMode_DOWN	getAddNumber	static	desc		丸めに必要な加算値	
1378	RoundingMode_DOWN	getAddNumber	static	param	x	1ケタ目の値	
1379	RoundingMode_DOWN	getAddNumber	static	returns	x	いくつ足すと丸められるか	
1380	RoundingMode_CEILING	RoundingMode_CEILING	class	desc		正の無限大に近づく	
1381	RoundingMode_CEILING	toString	static	desc		丸めモードの名前を英語の大文字で取得する	Get rounding mode name in upper case English.
1382	RoundingMode_CEILING	toString	static	returns		丸めモード名	
1383	RoundingMode_CEILING	getAddNumber	static	desc		丸めに必要な加算値	
1384	RoundingMode_CEILING	getAddNumber	static	param	x	1ケタ目の値	
1385	RoundingMode_CEILING	getAddNumber	static	returns	x	いくつ足すと丸められるか	
1386	RoundingMode_FLOOR	RoundingMode_FLOOR	class	desc		負の無限大に近づく	
1387	RoundingMode_FLOOR	toString	static	desc		丸めモードの名前を英語の大文字で取得する	Get rounding mode name in upper case English.
1388	RoundingMode_FLOOR	toString	static	returns		丸めモード名	
1389	RoundingMode_FLOOR	getAddNumber	static	desc		丸めに必要な加算値	
1390	RoundingMode_FLOOR	getAddNumber	static	param	x	1ケタ目の値	
1391	RoundingMode_FLOOR	getAddNumber	static	returns	x	いくつ足すと丸められるか	
1392	RoundingMode_HALF_UP	RoundingMode_HALF_UP	class	desc		四捨五入	
1393	RoundingMode_HALF_UP	toString	static	desc		丸めモードの名前を英語の大文字で取得する	Get rounding mode name in upper case English.
1394	RoundingMode_HALF_UP	toString	static	returns		丸めモード名	
1395	RoundingMode_HALF_UP	getAddNumber	static	desc		丸めに必要な加算値	
1396	RoundingMode_HALF_UP	getAddNumber	static	param	x	1ケタ目の値	
1397	RoundingMode_HALF_UP	getAddNumber	static	returns	x	いくつ足すと丸められるか	
1398	RoundingMode_HALF_DOWN	RoundingMode_HALF_DOWN	class	desc		五捨六入	
1399	RoundingMode_HALF_DOWN	toString	static	desc		丸めモードの名前を英語の大文字で取得する	Get rounding mode name in upper case English.
1400	RoundingMode_HALF_DOWN	toString	static	returns		丸めモード名	
1401	RoundingMode_HALF_DOWN	getAddNumber	static	desc		丸めに必要な加算値	
1402	RoundingMode_HALF_DOWN	getAddNumber	static	param	x	1ケタ目の値	
1403	RoundingMode_HALF_DOWN	getAddNumber	static	returns	x	いくつ足すと丸められるか	
1404	RoundingMode_HALF_EVEN	RoundingMode_HALF_EVEN	class	desc		等間隔なら偶数側へ丸める	
1405	RoundingMode_HALF_EVEN	toString	static	desc		丸めモードの名前を英語の大文字で取得する	Get rounding mode name in upper case English.
1406	RoundingMode_HALF_EVEN	toString	static	returns		丸めモード名	
1407	RoundingMode_HALF_EVEN	getAddNumber	static	desc		丸めに必要な加算値	
1408	RoundingMode_HALF_EVEN	getAddNumber	static	param	x	1ケタ目の値	
1409	RoundingMode_HALF_EVEN	getAddNumber	static	returns	x	いくつ足すと丸められるか	
1410	RoundingMode_UNNECESSARY	RoundingMode_UNNECESSARY	class	desc		丸めない（丸める必要が出る場合はエラー）	
1411	RoundingMode_UNNECESSARY	toString	static	desc		丸めモードの名前を英語の大文字で取得する	Get rounding mode name in upper case English.
1412	RoundingMode_UNNECESSARY	toString	static	returns		丸めモード名	
1413	RoundingMode_UNNECESSARY	getAddNumber	static	desc		丸めに必要な加算値	
1414	RoundingMode_UNNECESSARY	getAddNumber	static	param	x	1ケタ目の値	
1415	RoundingMode_UNNECESSARY	getAddNumber	static	returns	x	いくつ足すと丸められるか	
1416	RoundingMode_UNNECESSARY	export		desc		BigDecimal用の丸めモードクラス	
1417	RoundingMode_UNNECESSARY	valueOf	static	desc		指定した文字列で表される丸めクラスを取得する	Get rounding class represented by specified string.
1418	RoundingMode_UNNECESSARY	valueOf	static	param	name	モードの英数名	
1419	RoundingMode_UNNECESSARY	valueOf	static	returns	name		
1420	RoundingMode_UNNECESSARY	UP	static get	desc		"絶対値の切り上げ
1桁目が0より大きければ桁上げする"	"Round up absolute value.
Carry if the first digit is greater than 0."
1421	RoundingMode_UNNECESSARY	UP	static get	returns			
1422	RoundingMode_UNNECESSARY	DOWN	static get	desc		絶対値の切り下げ（1桁目が0より大きければ桁下げする）	
1423	RoundingMode_UNNECESSARY	DOWN	static get	returns			
1424	RoundingMode_UNNECESSARY	CEILING	static get	desc		正の無限大に近づく	
1425	RoundingMode_UNNECESSARY	CEILING	static get	returns			
1426	RoundingMode_UNNECESSARY	FLOOR	static get	desc		負の無限大に近づく	
1427	RoundingMode_UNNECESSARY	FLOOR	static get	returns			
1428	RoundingMode_UNNECESSARY	HALF_UP	static get	desc		四捨五入	
1429	RoundingMode_UNNECESSARY	HALF_UP	static get	returns			
1430	RoundingMode_UNNECESSARY	HALF_DOWN	static get	desc		五捨六入	
1431	RoundingMode_UNNECESSARY	HALF_DOWN	static get	returns			
1432	RoundingMode_UNNECESSARY	HALF_EVEN	static get	desc		等間隔なら偶数側へ丸める	
1433	RoundingMode_UNNECESSARY	HALF_EVEN	static get	returns			
1434	RoundingMode_UNNECESSARY	UNNECESSARY	static get	desc		"丸め処理をしない
丸める必要が出る場合はエラー"	"Do not round.
Error if you need to roll it."
1435	RoundingMode_UNNECESSARY	UNNECESSARY	static get	returns			
1436	LinearAlgebraTool	LinearAlgebraTool	class	desc		線形代数用の関数集	
1437	LinearAlgebraTool	tridiagonalize	static	desc		"対称行列の三重対角化
※複素数に非対応"	"Tridiagonalization of symmetric matrix.
* Don't support complex numbers."
1438	LinearAlgebraTool	tridiagonalize	static	param	mat		
1439	LinearAlgebraTool	tridiagonalize	static	returns	mat		
1440	LinearAlgebraTool	innerproduct	const	desc		ベクトルx1とベクトルx2の内積をとる	
1441	LinearAlgebraTool	innerproduct	const	param	x1		
1442	LinearAlgebraTool	innerproduct	const	param	x2		
1443	LinearAlgebraTool	innerproduct	const	param	index_offset	オフセット(この値から行う)	
1444	LinearAlgebraTool	innerproduct	const	param	index_max	最大(この値は含めない)	
1445	LinearAlgebraTool	innerproduct	const	returns	index_max		
1446	LinearAlgebraTool	house	const	desc		ハウスホルダー変換	
1447	LinearAlgebraTool	house	const	param	x	ハウスホルダー変換したいベクトル	
1448	LinearAlgebraTool	house	const	param	index_offset	オフセット(この値から行う)	
1449	LinearAlgebraTool	house	const	param	index_max	最大(この値は含めない)	
1450	LinearAlgebraTool	house	const	returns	index_max		
1451	LinearAlgebraTool	eig	static	desc		"対称行列の固有値分解
実数での計算のみ対応"	
1452	LinearAlgebraTool	eig	static	param	mat	対称行列	
1453	LinearAlgebraTool	eig	static	returns	mat		
1454	LinearAlgebraTool	doGramSchmidtOrthonormalization	static	desc		行列をベクトルと見立て、正規直行化し、QとRの行列を作る	
1455	LinearAlgebraTool	doGramSchmidtOrthonormalization	static	param	mat	正方行列	
1456	LinearAlgebraTool	doGramSchmidtOrthonormalization	static	returns	mat		
1457	LinearAlgebraTool	createOrthogonalVector	static	desc		行列の全行ベクトルに対して、直行したベクトルを作成する	
